id,Name,titleProject_id,class,score,login,password
324,Люцарева Яна Аркадьевна,376,11б,2,Люцарева_ЯА,hYrEksj3
325,Боготынина София Егоровна,63,11б,5,Боготынина_СЕ,LhHZ6LTj
326,Саюшкин Игорь Алексиевич,211,11х,5,Саюшкин_ИА,DkRQvoUD
327,Потешных Тамара Николаевна,468,11в,3,Потешных_ТН,CQlkAfnL
328,Незлина Жанна Василевна,426,8б,5,Незлина_ЖВ,tgtOeGuh
329,Федичева Вероника Кирилловна,37,7х,4,Федичева_ВК,eP07bUVU
330,Пустынкин Вадим Антонович,388,10в,5,Пустынкин_ВА,sM8irrFt
331,Аринакова Ирина Михайловна,150,8в,5,Аринакова_ИМ,gv4yOidm
332,Обиралкова Мария Егоровна,294,11т,5,Обиралкова_МЕ,9ecjkh93
333,Аристарова Валентина Максимовна,443,11г,2,Аристарова_ВМ,kBiILHch
334,Яуров Герасим Юрьевич,38,9а,5,Яуров_ГЮ,RG9jsQce
335,Духонькин Вячеслав Фёдорович,2,9в,4,Духонькин_ВФ,Va0SXwqY
336,Гвасков Евгений Михаилович,402,9в,5,Гвасков_ЕМ,X3cErJpb
337,Жабынина Галина Николаевна,185,7х,5,Жабынина_ГН,9wpfm6sk
338,Шерюкова Виолетта Романовна,440,9б,4,Шерюкова_ВР,rKwTrPdO
339,Колокатов Пётр Евгеньевич,484,10в,3,Колокатов_ПЕ,qMy6d6bP
340,Шайдуков Андрей Михаилович,317,9и,4,Шайдуков_АМ,SAD6GIjA
341,Смирнягина Дарья Игоревна,425,10в,4,Смирнягина_ДИ,JWnkrJDc
342,Штырева Ева Олеговна,258,11и,2,Штырева_ЕО,eKXTGrAn
343,Ашукин Вячеслав Михаилович,191,10т,4,Ашукин_ВМ,6M24dneQ
344,Рубченкова Галина Алексеевна,190,9в,3,Рубченкова_ГА,6yzX51F4
345,Зархин Иван Алексиевич,478,11и,5,Зархин_ИА,gJYLuK47
346,Адиотов Дмитрий Павлович,156,7б,3,Адиотов_ДП,GhrGAvYi
347,Тищенкова Раиса Валерьевна,79,7д,3,Тищенкова_РВ,XMDQL2Ez
348,Лозеев Илья Петрович,205,10д,2,Лозеев_ИП,4ODRxzxt
349,Кобяшов Герасим Михаилович,305,11т,2,Кобяшов_ГМ,sXIrXbz3
350,Ронова Клавдия Валерьевна,107,7и,4,Ронова_КВ,spAkhUSg
351,Стрижнов Алексей Евгеньевич,385,11г,3,Стрижнов_АЕ,2PU8Hdgx
352,Волынский Алексей Виталиевич,362,11т,5,Волынский_АВ,kQWHbyeJ
353,Машонский Василий Данилович,23,9д,5,Машонский_ВД,AYFDxdU6
354,Буриева Зинаида Аркадьевна,104,11д,4,Буриева_ЗА,GyNx7o9C
355,Борщина Алёна Ивановна,377,11а,5,Борщина_АИ,9rlyMJDl
356,Белчков Олег Иванович,275,10а,4,Белчков_ОИ,g3Pgyy2g
357,Остропиков Альберт Данилович,157,8г,2,Остропиков_АД,KJJuNa38
358,Оргонова Любовь Максимовна,264,7б,4,Оргонова_ЛМ,UGvX5sMc
359,Мальков Юрий Евгеньевич,228,7г,3,Мальков_ЮЕ,mpbzBux4
360,Свльхова Наталья Вадимовна,160,9т,5,Свльхова_НВ,hgcmqQvg
361,Мякушков Герасим Леонидович,102,10т,3,Мякушков_ГЛ,RTkC7cBH
362,Межуев Георгий Юриевич,355,8г,4,Межуев_ГЮ,PlQ6IIGP
363,Чериншев Александр Сергеевич,439,8а,2,Чериншев_АС,uk9agsUw
364,Муниров Алексей Андреевич,117,11г,3,Муниров_АА,KPceqX8M
365,Климухин Руслан Романович,269,10в,3,Климухин_РР,SVYkDbaQ
366,Дембская Екатерина Никитична,64,11б,4,Дембская_ЕН,NBqvXy2b
367,Тюнеев Яков Фёдорович,417,10т,2,Тюнеев_ЯФ,lg14kJxa
368,Трушитин Антон Данилович,168,9х,3,Трушитин_АД,2yMaS0fU
369,Балакишиев Роман Алексиевич,143,11х,5,Балакишиев_РА,HjHUCFaA
370,Немтюрева Валерия Аркадьевна,12,10г,4,Немтюрева_ВА,rdJ7L6gW
371,Складанова Клавдия Аркадьевна,257,9а,3,Складанова_КА,UZEhTSh5
372,Заходина Полина Леонидовна,93,10д,4,Заходина_ПЛ,USINnioS
373,Муринов Анатолий Борисович,171,11б,5,Муринов_АБ,4adsyX8E
374,Гришалова Любовь Евгеньевна,301,8т,3,Гришалова_ЛЕ,cKCnznux
375,Ситчихин Станислав Георгиевич,247,8т,5,Ситчихин_СГ,KsutqW9h
376,Просяных Георгий Василиевич,366,9в,2,Просяных_ГВ,4MkLXmLF
377,Дзабиев Григорий Георгиевич,259,11д,5,Дзабиев_ГГ,Dqk6jVeX
378,Рыбаулин Григорий Алексеевич,140,11а,5,Рыбаулин_ГА,x5zsIZCM
379,Тупиева Екатерина Ивановна,400,7д,2,Тупиева_ЕИ,elVxvV1x
380,Куверчева Алена Ивановна,170,10д,3,Куверчева_АИ,pL1imt0A
381,Цаблинова Виктория Богдановна,342,9г,4,Цаблинова_ВБ,pZgzsm5S
382,Синенков Григорий Леонидович,230,9в,5,Синенков_ГЛ,GJHFRLzO
383,Лизункин Артур Олегович,4,11в,5,Лизункин_АО,C9jUXrzw
384,Славущева Александра Эдуардовна,81,8а,5,Славущева_АЭ,JroAM3aA
385,Шахвердов Дмитрий Антонович,132,11б,2,Шахвердов_ДА,33ZUKSfH
386,Рапацкая Ольга Ивановна,223,10г,3,Рапацкая_ОИ,w4JPxQ8Z
387,Сторокожев Виталий Аркадиевич,159,9б,2,Сторокожев_ВА,HFIDk2on
388,Половодов Кирилл Николаевич,18,8т,5,Половодов_КН,WWbFTQ7U
389,Халтанова Алена Дмитриевна,49,8б,3,Халтанова_АД,hCrchUWw
390,Заложнев Роман Фёдорович,448,8в,4,Заложнев_РФ,aEBn9IG7
391,Рыжих Кристина Аркадьевна,213,7а,4,Рыжих_КА,2LmOMLhm
392,Буров Руслан Игоревич,405,11и,5,Буров_РИ,13u59HsL
393,Гачков Виталий Евгеньевич,277,9т,4,Гачков_ВЕ,WOiTS7AP
394,Кадилов Геннадий Борисович,225,10в,3,Кадилов_ГБ,geHj9vHc
395,Гликина Алёна Эдуардовна,454,9б,3,Гликина_АЭ,hhj5xw1C
396,Ичкинина Любовь Андреевна,299,8г,5,Ичкинина_ЛА,JRNIWEps
397,Мозшорина Кира Дмитриевна,65,8б,3,Мозшорина_КД,R8ekLrtF
398,Брижеватов Константин Борисович,152,11т,2,Брижеватов_КБ,wUqoiB6B
399,Бучеров Тарас Викторович,429,10д,4,Бучеров_ТВ,IUi7k9AA
400,Мисютина Валерия Эдуардовна,368,9г,2,Мисютина_ВЭ,19AvrvQd
401,Льянов Федор Вадимович,328,8а,4,Льянов_ФВ,m8LfWI1L
402,Щуркин Георгий Яковлевич,180,8в,4,Щуркин_ГЯ,ZEtmcsOc
403,Акулин Федор Адамович,241,10г,4,Акулин_ФА,Q0Z0x50c
404,Волженкова Екатерина Ивановна,233,9д,4,Волженкова_ЕИ,vPfUOPLD
405,Махометова София Викторовна,424,8и,3,Махометова_СВ,abPhepzs
406,Зызлов Геннадий Антонович,274,7в,3,Зызлов_ГА,Dd16eD5K
407,Девляшова Кира Олеговна,51,11д,5,Девляшова_КО,BI9JoRsM
408,Яковкина Алена Никитична,320,9т,5,Яковкина_АН,rzp9eHLw
409,Бузулев Вадим Николаевич,331,10д,3,Бузулев_ВН,ij72UYDC
410,Ганельский Юрий Юриевич,474,9д,3,Ганельский_ЮЮ,texbuIic
411,Шкапрова Ева Ивановна,371,7б,5,Шкапрова_ЕИ,KEaAvciR
412,Чичирин Владимир Георгиевич,11,10а,4,Чичирин_ВГ,2B2CGIc2
413,Шилова Надежда Викторовна,124,9б,2,Шилова_НВ,NPExvQqw
414,Коваев Руслан Михаилович,487,9т,3,Коваев_РМ,h6r72CzO
415,Саверина Надежда Андреевна,407,11б,4,Саверина_НА,NUoYyWQU
416,Тишанкин Олег Адамович,334,9д,3,Тишанкин_ОА,ONh6BL3E
417,Широпаев Валерий Сергеевич,406,9б,2,Широпаев_ВС,uLqMgUDd
418,Щепанин Олег Адамович,226,7а,3,Щепанин_ОА,yHyI90MB
419,Оплетин Владислав Аркадиевич,361,10х,4,Оплетин_ВА,Y3u0gFS8
420,Оденова Карина Андреевна,409,8и,4,Оденова_КА,dHKeVDCg
421,Семагин Альберт Андреевич,456,10х,4,Семагин_АА,SoLwcUFh
422,Черданцева Анастасия Олеговна,128,8х,3,Черданцева_АО,73bCZU20
423,Лонцова Елизавета Эдуардовна,224,7х,3,Лонцова_ЕЭ,zOn4Grxl
424,Сарсекеева Алёна Никитична,462,11и,4,Сарсекеева_АН,ptDUevfH
425,Аковецкий Антон Евгеньевич,500,8б,4,Аковецкий_АЕ,tytZgcCl
426,Аратский Станислав Борисович,351,9и,2,Аратский_СБ,ffn1uZUB
427,Чужриков Пётр Денисович,200,9в,3,Чужриков_ПД,r4Ipma9d
428,Никитшин Алексей Кириллович,111,11и,3,Никитшин_АК,VLG10jB0
429,Симендяев Василий Алексиевич,45,8д,4,Симендяев_ВА,ZiRGvrW8
430,Ошитков Максим Сергеевич,151,10г,4,Ошитков_МС,T5Hpd8PT
431,Юрасов Евгений Романович,338,9и,3,Юрасов_ЕР,3PELCdJ4
432,Головяшин Павел Юриевич,179,7г,5,Головяшин_ПЮ,a5pZo3Bm
433,Манжурина Екатерина Сергеевна,219,7т,3,Манжурина_ЕС,YG4QvG78
434,Никурашин Олег Евгеньевич,291,11х,2,Никурашин_ОЕ,41PcrQFN
435,Бехтерев Федор Вадимович,137,9х,3,Бехтерев_ФВ,DdDQBZw2
436,Годлевская Катерина Дмитриевна,403,11г,3,Годлевская_КД,yEzSwnsw
437,Акиярова Алина Эдуардовна,9,11а,4,Акиярова_АЭ,qppCsEcj
438,Милина Алена Петровна,359,8г,3,Милина_АП,DpJ0ysG6
439,Воловин Борис Викторович,350,7т,2,Воловин_БВ,2qB6txEF
440,Туморина Ксения Федоровна,133,8б,5,Туморина_КФ,X8jL38N7
441,Желейков Вячеслав Яковлевич,199,8г,3,Желейков_ВЯ,ZOyb6DBQ
442,Шишорнина Екатерина Алексеевна,183,8т,3,Шишорнина_ЕА,z2UhJ9vP
443,Юумогулова Виолетта Игоревна,311,10х,3,Юумогулова_ВИ,dUBkelb5
444,Рецков Денис Денисович,85,10д,2,Рецков_ДД,RkOC2FK3
445,Химунина Елизавета Ивановна,392,7д,2,Химунина_ЕИ,DkPxKpq8
446,Кобрянов Александр Алексиевич,455,7т,2,Кобрянов_АА,wICVYIR5
447,Бирылов Тарас Данилович,243,11а,3,Бирылов_ТД,jh7BNhRT
448,Туфатулин Ярослав Леонидович,485,8х,4,Туфатулин_ЯЛ,jwBuHDdn
449,Долбишев Николай Аркадиевич,292,10б,5,Долбишев_НА,rXkifJsM
450,Махтумова Алёна Эдуардовна,186,10б,4,Махтумова_АЭ,dSy4k0uW
451,Нарзаркин Алексей Романович,423,10т,2,Нарзаркин_АР,BMzmuA1J
452,Куранина Алена Леонидовна,196,9б,4,Куранина_АЛ,j1gawH8o
453,Ситюков Аркадий Евгеньевич,32,10в,3,Ситюков_АЕ,7q0NUaXF
454,Мизюрова Алиса Никитична,176,7г,4,Мизюрова_АН,7vUa17bY
455,Пандурова Алиса Дмитриевна,130,9б,2,Пандурова_АД,P4LYaO53
456,Жилейкин Борис Тимофеевич,91,7в,2,Жилейкин_БТ,83oL5FKJ
457,Корпункова Виолетта Сергеевна,83,11а,3,Корпункова_ВС,mpqFXkkI
458,Пашохонова Анастасия Федоровна,467,9в,4,Пашохонова_АФ,rXsPxas2
459,Сузальцева Тамара Михайловна,357,8х,4,Сузальцева_ТМ,8qhmrOOs
460,Чиличкина Светлана Яковлевна,5,8в,5,Чиличкина_СЯ,Vs7RlAJh
461,Шантыкова Карина Максимовна,198,10д,3,Шантыкова_КМ,WTJ84wUk
462,Недосекин Владислав Яковлевич,457,10а,4,Недосекин_ВЯ,KfS2I0VI
463,Максимкин Федор Фёдорович,172,10г,2,Максимкин_ФФ,wNE9z9ET
464,Матбиюшина Виктория Игоревна,237,8д,2,Матбиюшина_ВИ,AVpqMcvA
465,Шишкунов Герасим Юрьевич,110,8т,4,Шишкунов_ГЮ,fUkQB5Uk
466,Сухинин Георгий Алексиевич,475,10х,4,Сухинин_ГА,Db28HIVe
467,Бисеева Полина Романовна,48,7д,5,Бисеева_ПР,UFMp0dDK
468,Жукулов Михаил Денисович,60,11г,3,Жукулов_МД,XLH3bjQZ
469,Тоняев Герасим Петрович,378,9т,5,Тоняев_ГП,KVK0ogWW
470,Шушенкова Алёна Олеговна,36,7и,2,Шушенкова_АО,4lY8fHMs
471,Разроев Дмитрий Павлович,59,9а,2,Разроев_ДП,9TUuLsQC
472,Баззаев Анатолий Данилович,339,9д,2,Баззаев_АД,HThuoFwL
473,Цекова Алла Олеговна,50,8д,2,Цекова_АО,jn5JNsEn
474,Аборонова Алиса Алексеевна,444,7г,5,Аборонова_АА,XFIRz8DS
475,Ягловская Ева Олеговна,181,8в,4,Ягловская_ЕО,MD55S41b
476,Шароварова Яна Романовна,175,8а,4,Шароварова_ЯР,PmY29Bjl
477,Общев Яков Викторович,466,8а,4,Общев_ЯВ,AsnzZpAH
478,Ойзерская Катерина Эдуардовна,120,7х,2,Ойзерская_КЭ,24Lw9gzz
479,Прусский Ярослав Иванович,479,11б,2,Прусский_ЯИ,bcty2s28
480,Лабинов Павел Алексеевич,272,7б,5,Лабинов_ПА,BTMc5WkQ
481,Покровов Эдуард Павлович,312,8б,2,Покровов_ЭП,lmPWYFQB
482,Мачехин Эдуард Данилович,19,7д,3,Мачехин_ЭД,7guSlh5L
483,Кодорская Раиса Ивановна,27,11б,3,Кодорская_РИ,yIhLd9xA
484,Кондраева Марина Ивановна,469,9д,3,Кондраева_МИ,K03tZqtp
485,Бульенков Валентин Иванович,136,10т,4,Бульенков_ВИ,xPRsoimC
486,Тагакова Вероника Яковлевна,393,8т,4,Тагакова_ВЯ,hVpIK6QR
487,Гершанова Любовь Евгеньевна,383,11т,5,Гершанова_ЛЕ,v2nejYTz
488,Салина Алена Егоровна,73,11в,5,Салина_АЕ,DYoC3pte
489,Фрумова Зинаида Аркадьевна,78,8а,4,Фрумова_ЗА,NaBk2qRQ
490,Хорняков Борис Борисович,13,8г,2,Хорняков_ББ,1ishsn2R
491,Гдагазина Лиза Василевна,212,9т,5,Гдагазина_ЛВ,RegG1oB7
492,Агаршев Ярослав Михаилович,276,9т,2,Агаршев_ЯМ,6IzHI3Ri
493,Корюшин Пётр Антонович,326,8х,2,Корюшин_ПА,0MyFXQnW
494,Калаев Пётр Алексиевич,68,8а,3,Калаев_ПА,kPCgDhrZ
495,Ккаталкина Виолетта Егоровна,53,7б,2,Ккаталкина_ВЕ,V5QBaJGn
496,Рачнов Герасим Алексеевич,103,10а,5,Рачнов_ГА,shOGk0K7
497,Миндубаева Людмила Леонидовна,477,11и,2,Миндубаева_ЛЛ,yUvuc5QR
498,Агафьева Вера Ивановна,352,11х,3,Агафьева_ВИ,E4aHqTUe
499,Житин Эдуард Адамович,481,9а,5,Житин_ЭА,YbAA2Ddo
